year,paper,affiliations
2019,Target-Based Temporal-Difference Learning,KAIST
2019,Iterative Linearized Control: Stable Algorithms and Complexity Guarantees,"Postdoc ADSI, University of Washington, Seattle"
2019,Finding Options that Minimize Planning Time,Lily MedTech Inc.
2019,Learning to Exploit Long-term Relational Dependencies in Knowledge Graphs,Zhejiang University
2019,Meta-Learning Neural Bloom Filters,Senior Staff Research Scientist @ DeepMind
2019,CoT: Cooperative Training for Generative Modeling of Discrete Data,"University of California, Los Angeles"
2019,Non-Monotonic Sequential Text Generation,"Postdoctoral scholar, University of Washington"
2019,Insertion Transformer: Flexible Sequence Generation via Insertion Operations,"PhD Student, UC Berkeley"
2019,Empirical Analysis of Beam Search Performance Degradation in Neural Sequence Models,University of Toronto
2019,Trainable Decoding of Sets of Sequences for Neural Sequence Models,Allen Institute for Artificial Intelligence
2019,Learning to Generalize from Sparse and Underspecified Rewards,"Google Research, Brain Team & Mila"
2019,Efficient Training of BERT by Progressively Stacking,UC Berkeley
2019,Exploiting structure of uncertainty for efficient matroid semi-bandits,"Inria Sequel, ENS Paris Saclay"
2019,PAC Identification of Many Good Arms in Stochastic Multi-Armed Bandits,PhD Student @ IIT Bombay
2019,Contextual Multi-armed Bandit Algorithm for Semiparametric Reward Model,Seoul National University
2019,Bayesian Action Decoder for Deep Multi-Agent Reinforcement Learning,"Research Scientist, Facebook AI Research"
2019,QTRAN: Learning to Factorize with Transformation for Cooperative Multi-Agent Reinforcement Learning,KAIST
2019,Actor-Attention-Critic for Multi-Agent Reinforcement Learning,"PhD Candidate, University of Southern California"
2019,Neural Network Attributions: A Causal Perspective,Johns Hopkins University
2019,Towards a Deep and Unified Understanding of Deep Neural Models in NLP,MS @ Tsinghua University
2019,Functional Transparency for Structured Data: a Game-Theoretic Approach,MIT
2019,TensorFuzz: Debugging Neural Networks with Coverage-Guided Fuzzing,"Research Scientist, Google Brain"
2019,On the Connection Between Adversarial Robustness and Saliency Map Interpretability,"Researcher, DAMTP, University of Cambridge"
2019,Why do Larger Models Generalize Better? A Theoretical Perspective via the XOR Problem,Tel Aviv University
2019,Zero-Shot Knowledge Distillation in Deep Networks,Ph.D. student at Indian Institute of Science
2019,A Convergence Theory for Deep Learning via Over-Parameterization,Microsoft Research Redmond
2019,A Tail-Index Analysis of Stochastic Gradient Noise in Deep Neural Networks,INRIA - École Normale Supérieure
2019,Approximation and non-parametric estimation of ResNet-type convolutional neural networks,"Preferred Networks, Inc."
2019,Global Convergence of Block Coordinate Descent in Deep Learning,"School of Computer and Information Engineering, Jiangxi Normal University"
2019,Measurements of Three-Level Hierarchical Structure in the Outliers in the Spectrum of Deepnet Hessians,"Assistant Professor, Department of Mathematics, University of Toronto"
2019,Nonparametric Bayesian Deep Networks with Local Competition,"PostDoctoral Researcher, Cyprus University of Technology"
2019,Dropout as a Structured Shrinkage Prior,"Assistant Professor, University of Amsterdam"
2019,ARSM: Augment-REINFORCE-Swap-Merge Estimator for Gradient Backpropagation Through Categorical Variables,"Data Science Institute, Columbia University"
2019,On Variational Bounds of Mutual Information,Research Scientist at Google Brain
2019,Partially Exchangeable Networks and Architectures for Learning Summary Statistics in Approximate Bayesian Computation,"Student, Lund Univeristy"
2019,Faster Attend-Infer-Repeat with Tractable Probabilistic Models,TU Darmstadt
2019,Understanding Priors in Bayesian Neural Networks at the Unit Level,Inria Grenoble Rhone-Alpes
2019,Stochastic Iterative Hard Thresholding for Graph-structured Sparsity Optimization,Fudan University
2019,Neuron birth-death dynamics accelerates gradient descent and converges asymptotically,"Department of Chemistry, Stanford University"
2019,Overparameterized Nonlinear Learning: Gradient Descent Takes the Shortest Path?,UC Riverside
2019,Escaping Saddle Points with Adaptive Gradient Methods,Two Sigma Investments
2019,Parameter-Efficient Transfer Learning for NLP,Google
2019,Improving Neural Language Modeling via Adversarial Training,Facebook
2019,Mixture Models for Diverse Machine Translation: Tricks of the Trade,MIT
2019,MASS: Masked Sequence to Sequence Pre-training for Language Generation,Microsoft
2019,Humor in Word Embeddings: Cockamamie Gobbledegook for Nincompoops,University of Oxford; The Alan Turing Institute
2019,CHiVE: Varying Prosody in Speech Synthesis with a Linguistically Driven Dynamic Hierarchical Conditional Variational Network,Google UK
2019,Unsupervised Deep Learning by Neighbourhood Discovery,Queen Mary University of London
2019,Autoregressive Energy Machines,DeepMind
2019,Noise2Self: Blind Denoising by Self-Supervision,MIT Mathematics PhD
2019,Learning Dependency Structures for Weak Supervision Models,"Graduate Student, Stanford University"
2019,Geometry and Symmetry in Short-and-Sparse Deconvolution,Columbia University
2019,Bounding User Contributions: A Bias-Variance Trade-off in Differential Privacy,Google
2019,Learning Optimal Fair Policies,"Rollins Assistant Professor of Biostatistics, Emory University"
2019,Stable and Fair Classification,Huawei TCS Lab
2019,Flexibly Fair Representation Learning by Disentanglement,University of Toronto
2019,Fairness without Harm: Decoupled Classifiers with Preference Guarantees,UCSD
2019,Differentially Private Fair Learning,Google Research
2019,Obtaining Fairness using Optimal Transport Theory,Institut de Mathématiques de Toulouse and IMUVa
2019,On the Long-term Impact of Algorithmic Decision Policies: Effort Unfairness and Feature Segregation through Social Learning,Carnegie Mellon University
2019,Online Algorithms for Rent-Or-Buy with Expert Advice,Google
2019,Non-monotone Submodular Maximization with Nearly Optimal Adaptivity and Query Complexity,Google Research
2019,Multi-Frequency Phase Synchronization,"Radix Trading, LLC"
2019,Guided evolutionary strategies: augmenting random search with surrogate gradients,Google Brain
2019,Adaptive and Safe Bayesian Optimization in High Dimensions via One-Dimensional Subspaces,ETH Zurich
2019,Semi-Cyclic Stochastic Gradient Descent,Google
2019,Matrix-Free Preconditioning in Online Learning,Boston University
2019,Adaptive Scale-Invariant Online Algorithms for Learning Linear Models,Poznan University of Technology
2019,Online Control with Adversarial Disturbances,"Senior Research Scientist, Google AI Princeton"
2019,Online Variance Reduction with Mixtures,Google
2019,Online Adaptive Principal Component Analysis and Its extensions,Machine learning scientist at Expedia
2019,"Anytime Online-to-Batch, Optimism and Acceleration",Boston University
2019,Cautious Regret Minimization: Online Optimization with Long-Term Budget Constraints,"Research Scientist, Amazon"
2019,Optimal Kronecker-Sum Approximation of Real Time Recurrent Learning,ETH Zurich
2019,Sublinear quantum algorithms for training linear and kernel-based classifiers,"Center on Frontiers of Computing Studies, Peking University"
2019,Agnostic Federated Learning,"Head, Learning Theory Team, Google Research; Professor, Courant Institute of …"
2019,Discovering Conditionally Salient Features with Statistical Guarantees,Stanford University
2019,Unsupervised Label Noise Modeling and Loss Correction,"Insight Centre for Data Analytics, Dublin City University"
2019,Domain Adaptation with Asymmetrically-Relaxed Distribution Alignment,Carnegie Mellon University
2019,Geometric Losses for Distributional Learning,DeepMind
2019,"Classification from Positive, Unlabeled and Biased Negative Data",LJK - Univ. Grenoble Alpes - MIAI
2019,Learning to Infer Program Sketches,Ph.D. candidate at MIT
2019,Hierarchically Structured Meta-learning,Stanford University
2019,Learning What and Where to Transfer,
2019,Concrete Autoencoders: Differentiable Feature Selection and Reconstruction,Georgia Institute of Technology
2019,Gromov-Wasserstein Learning for Graph Matching and Node Embedding,"Associate Professor (Tenure-Track), Renmin University of China"
2019,Fair k-Center Clustering for Data Summarization,Amazon AWS Tübingen
2019,Kernel Normalized Cut: a Theoretical Revisit,Osaka University
2019,Guarantees for Spectral Clustering with Fairness Constraints,Amazon AWS Tübingen
2019,Supervised Hierarchical Clustering with Exponential Linkage,UMass Amherst
2019,Scalable Metropolis-Hastings for Exact Bayesian Inference with Large Datasets,University of Oxford
2019,Breaking the gridlock in Mixture-of-Experts: Consistent and Efficient Algorithms,University of Illinois at Urbana-Champaign
2019,Random Walks on Hypergraphs with Edge-Dependent Vertex Weights,"PhD student, Princeton University"
2019,MetricGAN: Generative Adversarial Networks based Black-box Metric Scores Optimization for Speech Enhancement,Microsoft
2019,Neural Separation of Observed and Unobserved Distributions,Lightricks
2019,AutoVC:  Zero-Shot Voice Style Transfer with Only Autoencoder Loss,University of Illinois at Urbana-Champaign
2019,Scaling Up Ordinal Embedding: A Landmark Approach,Northeastern University
2019,Learning to select for a predefined ranking,Researcher at Yandex.
2019,Learning Context-dependent Label Permutations for Multi-label Classification,Amazon Alexa AI
2019,Discovering Context Effects from Raw Choice Data,"Graduate Student, Stanford University"
2019,"On the Feasibility of Learning, Rather than Assuming, Human Biases for Reward Inference","Graduate Student, Center for Human-Compatible AI"
2020,Multigrid Neural Memory,University of Chicago
2020,Quadratically Regularized Subgradient Methods for Weakly Convex Optimization with Weakly Convex Constraints,University of Iowa
2020,Learning the Stein Discrepancy for Training and Evaluating Energy-Based Models without Sampling,University of Toronto
2020,Streaming Submodular Maximization under a k-Set System Constraint,
2020,Evaluating Lossy Compression Rates of Deep Generative Models,University of Toronto
2020,"Uncertainty quantification for nonconvex tensor completion: Confidence intervals, heteroscedasticity and optimality",University of Pennsylvania
2020,Taylor Expansion Policy Optimization,"Research Scientist, DeepMind"
2020,Optimizing Long-term Social Welfare in Recommender Systems: A Constrained Matching Approach,Google Research
2020,Normalized Flat Minima: Exploring Scale Invariant Definition of Flat Minima for Neural Networks Using PAC-Bayesian Analysis,"Preferred Networks, Inc."
2020,Fair Learning with Private Demographic Data,Massachusetts Institute of Technology
2020,Private Reinforcement Learning with PAC and Regret Guarantees,"Graduate Student, University of Minnesota and Applied Scientist Intern, AWS"
2020,Confidence Sets and Hypothesis Testing in a Likelihood-Free Inference Setting,"PhD Student, Carnegie Mellon University"
2020,All in the Exponential Family: Bregman Duality in Thermodynamic Variational Inference,University of Southern California
2020,ControlVAE: Controllable Variational Autoencoder,"Assistant Professor, William and Mary"
2020,Manifold Identification for Ultimately Communication-Efficient Distributed Optimization,"Machine learning engineer, Dcard"
2020,Safe Deep Semi-Supervised Learning for Unseen-Class Unlabeled Data,"LAMDA  Group, Nanjing University"
2020,Accelerated Stochastic Gradient-free and Projection-free Methods,"Postdoctoral Researcher, University of Pittsburgh"
2020,Reverse-engineering deep ReLU networks,"McGill University, Mila Quebec AI Institute"
2020,Causal Strategic Linear Regression,"PhD student, Harvard University"
2020,Full Law Identification in Graphical Models of Missing Data: Completeness Results,"Rollins Assistant Professor of Biostatistics, Emory University"
2020,Improving Generative Imagination in Object-Centric World Models,Zhejiang University
2020,Familywise Error Rate Control by Interactive Unmasking,"Ph.D. candidate, Carnegie Mellon University"
2020,Randomized Smoothing of All Shapes and Sizes,Microsoft Research
2020,Recurrent Hierarchical Topic-Guided RNN for Language Generation,
2020,LTF: A Label Transformation Framework for Correcting Label Shift,"Ph.D. Student, Computer Science Department, The University of Sydney"
2020,Laplacian Regularized Few-Shot Learning,"Thales, CortAix"
2020,Bayesian Optimisation over Multiple Continuous and Categorical Inputs,"DPhil Student, University of Oxford"
2020,Scalable Nearest Neighbor Search for Optimal Transport,Microsoft Research
2020,Dynamic Knapsack Optimization Towards Efficient Multi-Channel Sequential Advertising,Tianjin University
2020,On Second-Order Group Influence Functions for Black-Box Predictions,"Applied Scientist, Microsoft AI; Department of Computer Science, University of Maryland"
2020,NGBoost: Natural Gradient Boosting for Probabilistic Prediction,Stanford University
2020,Zeno++: Robust Fully Asynchronous SGD,University of Illinois at Urbana-Champaign
2020,Approximation Guarantees of Local Search Algorithms via Localizability of Set Functions,National Institute of Informatics
2020,Explaining Groups of Points in Low-Dimensional Representations,Carnegie Mellon University
2020,Individual Fairness for k-Clustering,Toyota Technological Institute at Chicago (TTIC)
2020,Optimizing for the Future in Non-Stationary MDPs,"PhD Candidate, University of Massachusetts, Amherst"
2020,"Expert Learning through Generalized Inverse Multiobjective Optimization: Models, Insights, and Algorithms",Applied Scientist at Amazon
2020,Fair Generative Modeling via Weak Supervision,Stanford University
2020,Two Routes to Scalable Credit Assignment without Weight Symmetry,Stanford University
2020,"Implicit Learning Dynamics in Stackelberg Games: Equilibria Characterization, Convergence Analysis, and Empirical Study",Applied Scientist at Amazon
2020,Learning from Irregularly-Sampled Time Series: A Missing Data Perspective,University of Massachusetts Amherst
2020,Faster Graph Embeddings via Coarsening,Google Research
2020,Contrastive Multi-View Representation Learning on Graphs,Research Scientist @ Autodesk AI Lab
2020,What is Local Optimality in Nonconvex-Nonconcave Minimax Optimization?,"Assistant Professor, Princeton University"
2020,Efficient Domain Generalization via Common-Specific Low-Rank Decomposition,IIT Bombay
2020,Maximum-and-Concatenation Networks,"Ph.D. Candidate, School of EECS, Peking University"
2020,AutoGAN-Distiller: Searching to Compress Generative Adversarial Networks,Rice University
2020,Characterizing Distribution Equivalence and Structure Learning for Cyclic and Acyclic Directed Graphs,Johns Hopkins University
2020,Stronger and Faster Wasserstein Adversarial Attacks,University of Waterloo
2020,AutoML-Zero: Evolving Machine Learning Algorithms From Scratch,Google Brain
2020,Boosting for Control of Dynamical Systems,"Senior Research Scientist, Google AI Princeton"
2020,Representations for Stable Off-Policy Reinforcement Learning,"UC Berkeley, Google"
2020,Detecting Out-of-Distribution Examples with Gram Matrices,Student at Vector Institute/Dalhousie University
2020,Informative Dropout for Robust Representation Learning: A Shape-bias Perspective,"PhD, UC Berkeley"
2020,Meta-learning for Mixed Linear Regression,Google
2020,FormulaZero: Distributionally Robust Online Adaptation via Offline Population Synthesis,Stanford University
2020,NADS: Neural Architecture Distribution Search for Uncertainty Awareness,Texas A&M University
2020,Invariant Risk Minimization Games,"Postdoctoral fellow, Mila"
2020,Working Memory Graphs,Microsoft Research
2020,Adversarial Neural Pruning with Latent Vulnerability Suppression,New York University
2020,Differentially Private Set Union,Microsoft Research
2020,The Tree Ensemble Layer: Differentiability meets Conditional Computation,Massachusetts Institute of Technology
2020,Closing the convergence gap of SGD without replacement,"Graduate Student, University of Wisconsin - Madison"
2020,Strategyproof Mean Estimation from Multiple-Choice Questions,Carnegie Mellon University
2020,An EM Approach to Non-autoregressive Conditional Sequence Generation,"Language Technologies Institute, Carnegie Mellon University"
2020,Feature Noise Induces Loss Discrepancy Across Groups,Stanford University
2020,Batch Reinforcement Learning with Hyperparameter  Gradients,KAIST
2020,Efficient Identification in Linear Structural Causal Models with Auxiliary Cutsets,Purdue University
2020,Parametric Gaussian Process Regressors,Broad Institute
2020,GradientDICE: Rethinking Generalized Offline Estimation of Stationary Values,University of Oxford
2020,Scalable Identification of Partially Observed Systems with Certainty-Equivalent EM,"Graduate Student, Stanford University"
2020,Online Pricing with Offline Data: Phase Transition and Inverse Square Law,The Hong Kong Polytechnic University
2020,Is Local SGD Better than Minibatch SGD?,Inria (SIERRA)
2020,Oracle Efficient Private Non-Convex Optimization,Harvard University
2020,Non-Autoregressive Neural Text-to-Speech,Amazon
2020,Recovery of Sparse Signals from a Mixture of Linear Samples,University of Massachusetts Amherst
2020,Description Based Text Classification with Reinforcement Learning,"Baidu, Shannon AI"
2020,Low-loss connection of weight vectors: distribution-based approaches,Yandex Research; Skolkovo Institute of Science and Technology
2020,Neural Contextual Bandits with UCB-based Exploration,UCLA
2020,Retrieval Augmented Language Model Pre-Training,"Research Scientist, Google"
2020,Certified Robustness to Label-Flipping Attacks via Randomized Smoothing,"PhD Student, Carnegie Mellon University"
2020,Disentangling Trainability and Generalization in Deep Neural Networks,Google Brain
2020,Variational Imitation Learning with Diverse-quality Demonstrations,"Postdoc researcher @ RIKEN AIP, Japan."
2020,LazyIter: A Fast Algorithm for Counting Markov Equivalent DAGs and Designing Experiments,University of Toronto
2020,A Chance-Constrained Generative Framework for Sequence Optimization,Tsinghua University
2020,Fast OSCAR and OWL Regression via Safe Screening Rules,University of Pittsburgh
2020,Learning Algebraic Multigrid Using Graph Neural Networks,"MSc in Computer Science, Weizmann Institute of Science"
2020,Stabilizing Differentiable Architecture Search via Perturbation-based Regularization,"UCLA, Google"
2020,Variable Skipping for Autoregressive Range Density Estimation,UC Berkeley
2020,A Markov Decision Process Model for Socio-Economic Systems Impacted by Climate Change,Graduate Research Assitant
2020,Beyond UCB: Optimal and Efficient Contextual Bandits with Regression Oracles,Microsoft Research
2020,Two Simple Ways to Learn Individual Fairness Metrics from Data,"Graduate Student, University of Michigan"
2020,Adversarial Attacks on Probabilistic Autoregressive Forecasting Models,Apple
2020,An Investigation of Why Overparameterization Exacerbates Spurious Correlations,"PhD Student, Stanford University"
2020,Streaming Coresets for Symmetric Tensor Factorization,"Computer Science, Technion"
2020,Deep k-NN for Noisy Labels,"Research Scientist, Google Research"
2020,The Many Shapley Values for Model Explanation,Google
2020,Structured Policy Iteration for Linear Quadratic Regulator,"AWS AI Labs, Stanford University"
2020,Rank Aggregation from Pairwise Comparisons in the Presence of Adversarial Corruptions,"Postdoctoral Research Fellow, Columbia University"
2020,Provable guarantees for decision tree induction: the agnostic setting ,Stanford University
2020,Source Separation with Deep Generative Priors,University of Washington
2020,Incremental Sampling Without Replacement for Sequence Models,Google
2020,Generalizing Convolutional Neural Networks for Equivariance to Lie Groups on Arbitrary Continuous Data,"PhD Student, CS at NYU"
2020,Revisiting Spatial Invariance with Low-Rank Local Connectivity,"Research Scientist, Google Research, Brain Team"
2020,Explainable k-Means and k-Medians Clustering,University of California San Diego
2020,Responsive Safety in Reinforcement Learning by PID Lagrangian Methods,"PhD student, University of California, Berkeley"
2020,How recurrent networks implement contextual processing in sentiment analysis,Google Brain
2020,Harmonic Decompositions of Convolutional Networks,"Phd Student, CREST, ENSAE"
2020,Generative Teaching Networks: Accelerating Neural Architecture Search by Learning to Generate Synthetic Training Data,OpenAI
2020,On Learning Sets of Symmetric Elements,NVIDIA Research
2020,Training Deep Energy-Based Models with f-Divergence Minimization,"Ph.D. Student, Computer Science Department, Stanford University"
2020,Learning To Stop While Learning To Predict,Georgia Institution of Technology
2020,Automatic Shortcut Removal for Self-Supervised Representation Learning,"Research Scientist, Google Brain"
2020,When are Non-Parametric Methods Robust?,"Phd Student, University of California, San Diego"
2020,Global Concavity and Optimization in a Class of Dynamic Discrete Choice Models,Microsoft Research
2020,Deep Isometric Learning for Visual Recognition,UC Berkeley
2020,Fully Parallel Hyperparameter Search: Reshaped Space-Filling,"Mines Saint-Etienne, France"
2020,Logarithmic Regret for Adversarial Online Control,Microsoft Research
2020,Online Control of the False Coverage Rate and False Sign Rate,Hebrew University of Jerusalem
2020,Bootstrap Latent-Predictive Representations for Multitask Reinforcement Learning,DeepMind
2020,Policy Teaching via Environment Poisoning: Training-time Adversarial Attacks against Reinforcement Learning,Ph.D. Student at University of Toronto
2020,Structured Prediction with Partial Labelling through the Infimum Loss,INRIA
2020,SoftSort: A Continuous Relaxation for the argsort Operator,"PhD student, University of California, Berkeley"
2020,Bandits with Adversarial Scaling,MIT
2020,Adversarial Robustness for Code,ETH Zurich
2020,Online metric algorithms with untrusted predictions,University of Twente
2020,Bayesian Experimental Design for Implicit Models by Mutual Information Neural Estimation,"Data Science PhD Student, University of Edinburgh"
2020,A Swiss Army Knife for Minimax Optimal Transport,Universität Tübingen
2020,"Explore, Discover and Learn: Unsupervised Discovery of State-Covering Skills",Universidade Federal do Ceará
2020,LowFER: Low-rank Bilinear Pooling for Link Prediction,"German Research Center for Artificial Intelligence, Saarland Informatics Campus"
2020,Kernel Methods for Cooperative Multi-Agent Contextual Bandits,Facebook AI Research
2020,"Smaller, more accurate regression forests using tree alternating optimization",PhD student at UC Merced
2020,Domain Adaptive Imitation Learning,"Ph.D Candidate, Stanford University"
2020,When Explanations Lie: Why Many Modified BP Attributions Fail,"PhD Student, Frei Universität Berlin"
2020,Understanding and Mitigating the Tradeoff between Robustness and Accuracy,"PhD Student, Stanford University"
2020,Rethinking Bias-Variance Trade-off for Generalization of Neural Networks,"Typical Set, LLC"
2020,Maximum Likelihood with Bias-Corrected Calibration is Hard-To-Beat at Label Shift Adaptation,Stanford University
2020,Which Tasks Should Be Learned Together in Multi-task Learning?,Stanford University
2020,Explainable and Discourse Topic-aware Neural Language Understanding,"Researcher, DRIMCo GmbH"
2020,Near-linear time Gaussian process optimization with adaptive batching and resparsification,"Research Scientist, DeepMind"
2020,Learning to Simulate Complex Physics with Graph Networks,Google DeepMind
2020,On Contrastive Learning for Likelihood-free Inference ,DeepMind
2020,Multi-step Greedy Reinforcement Learning Algorithms,PhD student at University of Alberta
2020,Stochastic Frank-Wolfe for Constrained Finite-Sum Minimization,"PhD student, UC Berkeley"
2020,Entropy Minimization In Emergent Languages,Facebook
2020,SimGANs: Simulator-Based Generative Adversarial Networks for ECG Synthesis to Improve Deep ECG Classification,"PhD student, Technion - Israel Institute of Technology"
2020,Controlling Overestimation Bias with Truncated Mixture of Continuous Distributional Quantile Critics,"Senior engineer, Samsung AI center Moscow"
2020,TaskNorm: Rethinking Batch Normalization for Meta-Learning,University of Cambridge
2020,Restarted Bayesian Online Change-point Detector achieves Optimal Detection Delay,"Orange Labs, Paris Saclay University"
2020,Learning the piece-wise constant graph structure of a varying Ising model,"Postdoctoral researcher, Inria Lille - Magnet team"
2020,Weakly-Supervised Disentanglement Without Compromises,"Senior Applied Scientist, Amazon AWS"
2020,Constructive Universal High-Dimensional Distribution Generation through Deep ReLU Networks,"Research Software Engineer, Ablacon Inc."
2020,Implicit differentiation of Lasso-type models for hyperparameter optimization,INRIA Paris-Saclay
2020,Bayesian Differential Privacy for Machine Learning,Qualcomm AI Research
2020,Constant Curvature Graph Convolutional Networks,"PhD student, ETH Zürich"
2020,Near-Tight Margin-Based Generalization Bounds for Support Vector Machines,University of Aarhus
2020,Learning with Good Feature Representations in Bandits and in RL with a Generative Model,DeepMind
2020,StochasticRank: Global Optimization of Scale-Free Discrete Functions,Researcher at Yandex.
2020,Inexact Tensor Methods with Dynamic Accuracies,Université catholique de Louvain (UCLouvain)
2020,Linear Mode Connectivity and the Lottery Ticket Hypothesis,Massachusetts Institute of Technology
2020,Growing Action Spaces,DeepMind
2020,Likelihood-free MCMC with Amortized Approximate Ratio Estimators,University of Liège
2020,Optimal Randomized First-Order Methods for Least-Squares Problems,Stanford University
2020,Beyond Signal Propagation: Is Feature Diversity Necessary in Deep Neural Network Initialization?,"EE student (Master), Technion"
2020,Predictive Sampling with Forecasting Autoregressive Models,Qualcomm AI Research
2020,The Role of Regularization in Classification of High-dimensional Noisy Gaussian Mixture,"Ph. D. student, Institut de Physique Théorique, CEA, Saclay"
2020,Non-Stationary Delayed Bandits with Intermediate Observations,DeepMind
2020,Distinguishing Cause from Effect Using Quantiles: Bivariate Quantile Causal Discovery,Swiss Data Science Center
2020,Sequential Transfer in Reinforcement Learning with a Generative Model,Inria Lille
2020,Meta-learning with Stochastic Linear Bandits,Postdoctoral Researcher @ Italian Institute of Technology
2020,Confidence-Calibrated Adversarial Training: Generalizing to Unseen Attacks,"PhD Student, Max Planck Institute for Informatics"
2020,Uncertainty Estimation Using a Single Deep Deterministic Neural Network,"PhD student, University of Oxford"
2020,Duality in RKHSs with Infinite Dimensional Outputs: Application to Robust Losses,"Postdoc, Università degli Studi di Milano"
2020,Equivariant Flows: Exact Likelihood Generative Learning for Symmetric Densities,Freie Universität Berlin
2020,Graph Random Neural Features for Distance-Preserving Graph Representations,Università della Svizzera italiana
2020,Adaptive Sampling for Estimating Probability Distributions,CMU
2020,Simple and sharp analysis of k-means||,"ETH, Zurich"
2020,Random Matrix Theory Proves that Deep Learning Representations of GAN-data Behave as Gaussian Mixtures,Researcher at Huawei
2020,OPtions as REsponses: Grounding behavioural hierarchies in multi-agent reinforcement learning,"Staff Research Scientist, Google DeepMind"
2020,Extreme Multi-label Classification from Aggregated Labels,University of Texas at Austin
2020,Infinite attention: NNGP and NTK for deep attention networks,"PhD student, University of Cambridge"
2020,Learning Similarity Metrics for Numerical Simulations,"PhD Student, Technical University of Munich"
2020,Finding trainable sparse networks through Neural Tangent Transfer ,"PhD student, University of Basel, Basel, Switzerland"
2020,Debiased Sinkhorn barycenters,"Postdoctoral researcher, École polytechnique"
2020,Learning Reasoning Strategies in End-to-End Differentiable Proving,University College London
2020,Fast Differentiable Sorting and Ranking,Google
2020,Voice Separation with an Unknown Number of Multiple Speakers,Tel-Aviv University & Facebook AI Research (FAIR)
2020,Logarithmic Regret for Learning Linear Quadratic Regulators Efficiently,"School of Computer Science, Tel Aviv University"
2020,Why bigger is not always better: on finite and infinite neural networks,University of Cambridge
2020,On the Iteration Complexity of Hypergradient Computation,"IIT, UCL"
2020,Training Neural Networks for and by Interpolation,"Research Scientist, DeepMind"
2020,Unsupervised Speech Decomposition via Triple Information Bottleneck,University of Illinois at Urbana-Champaign
2020,Estimating Generalization under Distribution Shifts via Domain-Invariant Representations,MIT
2020,Interferometric Graph Transform: a Deep Unsupervised Graph Representation,"CNRS, LIP6"
2020,Can Increasing Input Dimensionality Improve Deep Reinforcement Learning?,"Tokyo Institute of Technology, Mitsubishi Electric"
2020,Efficiently Learning Adversarially Robust Halfspaces with Noise,"PhD Student, TTI-Chicago"
2020,Accelerating the diffusion-based ensemble sampling by non-reversible dynamics,NTT
2020,Learning De-biased Representations with Biased Representations,Massachusetts Institute of Technology
2020,Intrinsic Reward Driven Imitation Learning via Generative Model,"Ph.D Student, University of Technology Sydney (UTS)"
2020,Learning with Feature and Distribution Evolvable Streams,"Nanjing University, PhD Student"
2020,Tuning-free Plug-and-Play Proximal Algorithm for Inverse Imaging Problems,Princeton University
2020,Convolutional dictionary learning based auto-encoders for natural exponential-family distributions,Harvard University
2020,Reinforcement Learning for Integer Programming: Learning to Cut,"Research Scientist, DeepMind"
2020,InstaHide: Instance-hiding Schemes for Private Distributed Learning,Princeton University
2020,Best Arm Identification for Cascading Bandits in the Fixed Confidence Setting,"Ph.D candidate of Math department, National University of Singapore"
2020,One Size Fits All: Can We Train One Denoiser for All Noise Levels?,Purdue University
2020,Robust and Stable Black Box Explanations,"Assistant Professor, Harvard University"
2020,What can I do here? A Theory of Affordances in Reinforcement Learning,"Ph.D. Candidate, McGill University / Mila Montreal"
2020,Preference Modeling with Context-Dependent Salient Features,Twitter
2020,On Unbalanced Optimal Transport: An Analysis of Sinkhorn Algorithm,VinAI Research
2020,Stabilizing Transformers for Reinforcement Learning,Carnegie Mellon University
2020,Channel Equilibrium Networks for Learning Deep Representation,PhD Student  at The Chinese University of Hong Kong
2020,Adversarial Risk via Optimal Transport and Optimal Couplings,University of Wisconsin - Madison
2020,Sub-linear Memory Sketches for Near Neighbor Search on Streaming Data,Rice University
2020,Combining Differentiable PDE Solvers and Graph Neural Networks for Fluid Flow Prediction,Carnegie Mellon University
2020,On the Convergence of Nesterov's Accelerated Gradient Method in Stochastic Settings,PhD student at McGill University; Mila
2020,Can Stochastic Zeroth-Order Frank-Wolfe Method Converge Faster for Non-Convex Problems?,Temple University
2020,Hierarchical Generation of Molecular Graphs using Structural Motifs,"CSAIL, EECS, Massachusetts Institute of Technology"
2020,Efficient Non-conjugate Gaussian Process Factor Models for Spike Count Data using Polynomial Approximations,Princeton University
2020,Adaptive Droplet Routing in Digital Microfluidic Biochips Using Deep Reinforcement Learning,Duke University
2020,Identifying Statistical Bias in Dataset Replication,MIT
2020,Causal Modeling for Fairness In Dynamical Systems,University of Toronto
2020,Message Passing Least Squares Framework and its Application to Rotation Synchronization,Princeton University
2020,Learnable Group Transform For Time-Series,Rice University
2020,Eliminating the Invariance on the Loss Landscape of Linear Autoencoders,Texas A&M University
2020,Accelerating Large-Scale Inference with Anisotropic Vector Quantization,"Google Research, New York"
2020,The Cost-free Nature of Optimally Tuning Tikhonov Regularizers and Other Ordered Smoothers,Rutgers - Department of Statistics
2020,Population-Based Black-Box Optimization for Biological Sequence Design,Google
2020,The Neural Tangent Kernel in High Dimensions: Triple Descent and a Multi-Scale Theory of Generalization,Google Research
2020,Optimal approximation for unconstrained non-submodular minimization,"Research Scientist, Samsung, SAIL"
2020,Online Bayesian Moment Matching based SAT Solver Heuristics,University of Toronto
2020,Efficient Intervention Design for Causal Discovery with Latents,University of Massachusetts Amherst
