year,paper,affiliations
2019,MOTS: Multi-Object Tracking and Segmentation,RWTH Aachen
2019,PointFlowNet: Learning Representations for Rigid Motion Estimation From Point Clouds,Max Planck Institute for Intelligent Systems
2019,How to Make a Pizza: Learning a Compositional Layer-Based GAN Model,"PostDoc, MIT"
2019,LiFF: Light Field Features in Scale and Depth,University of Sydney
2019,On Finding Gray Pixels,Tampere University
2019,Learning Transformation Synchronization,University of Texas at Austin
2019,Recurrent Neural Networks With Intra-Frame Iterations for Video Deblurring,Seoul National University
2019,Learning to Extract Flawless Slow Motion From Blurry Videos,Alibaba
2019,Natural and Realistic Single Image Super-Resolution With Explicit Natural Manifold Discrimination,"Seoul National University, Dept. of Electrical and Computer Engineering"
2019,A Mutual Learning Method for Salient Object Detection With Intertwined Multi-Supervision,The University of HongKong
2019,Enhanced Pix2pix Dehazing Network,Xiamen University
2019,Single Image Reflection Removal Exploiting Misaligned Training Data and Network Enhancements,Princeton University
2019,A Local Block Coordinate Descent Algorithm for the CSC Model,"PhD student, Technion"
2019,Not Using the Car to See the Sidewalk -- Quantifying and Controlling the Effects of Context in Classification and Segmentation,Max Planck Institute for Informatics
2019,Discovering Fair Representations in the Data Domain,"Reader in Machine Learning, Predictive Analytics Lab (PAL), University of Sussex"
2019,Actor-Critic Instance Segmentation,"PhD student, TU Darmstadt"
2019,Generalized Zero- and Few-Shot Learning via Aligned Variational Autoencoders,PhD student at Bosch and Saarland University
2019,Semantic Projection Network for Zero- and Few-Label Semantic Segmentation,"PostDoc, ETH Zurich"
2019,GCAN: Graph Convolutional Adversarial Network for Unsupervised Domain Adaptation,"National Lab of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of …"
2019,Seamless Scene Segmentation,Facebook
2019,"Show, Control and Tell: A Framework for Generating Controllable and Grounded Captions",University of Modena and Reggio Emilia
2019,Memory-Attended Recurrent Network for Video Captioning,"Assistant professor, Harbin Institute of Technology, Shenzhen; Delft University of …"
2019,Visual Query Answering by Entity-Attribute Graph Matching and Reasoning,Northwestern University
2019,Transfer Learning via Unsupervised Task Discovery for Visual Question Answering,OpenAI
2019,Uncertainty Guided Multi-Scale Residual Learning-Using a Cycle Spinning CNN for Single Image De-Raining,"PhD student at ECE Dept., Johns Hopkins University"
2019,Toward Realistic Image Compositing With Adversarial Learning,University of Maryland
2019,Cross-Classification Clustering: An Efficient Multi-Object Tracking Technique for 3-D Instance Segmentation in Connectomics,"Postdoct at Harvard, visiting scholar at MIT"
2019,Deep ChArUco: Dark ChArUco Marker Pose Estimation,University of Washington
2019,TraPHic: Trajectory Prediction in Dense and Heterogeneous Traffic Using Weighted Interactions,"Ph.D in Computer Science, University of Maryland, College Park"
2019,Topology Reconstruction of Tree-Like Structure in Images via Structural Similarity Measure and Dominant Set Clustering,"Cixi Institute of Biomedical Engineering, Ningbo Institute of Industrial Technology, Chinese …"
2019,Shifting More Attention to Video Salient Object Detection,"Research Scientist, IIAI"
2019,Neural Task Graphs: Generalizing to Unseen Tasks From a Single Video Demonstration,Stanford University
2019,Multimodal Explanations by Predicting Counterfactuality in Videos,University of Tokyo
2019,Learning to Explain With Complemental Examples,University of Tokyo
2019,Content Authentication for Neural Imaging Pipelines: End-To-End Optimization of Photo Provenance in Complex Distribution Channels,New York University
2019,End-To-End Interpretable Neural Motion Planner,University of Toronto
2019,Online High Rank Matrix Completion,"The Chinese University of Hong Kong, Shenzhen"
2019,Multispectral Imaging for Fine-Grained Recognition of Powders on Complex Backgrounds,"PhD Student in Computer Science, Carnegie Mellon University"
2019,ContactDB: Analyzing and Predicting Grasp Contact via Thermal Imaging,"Postdoc, Intel Intelligent Systems Lab"
2019,Robust Subspace Clustering With Independent and Piecewise Identically Distributed Noise Modeling,"Assistant Professor,  Shenzhen University"
2019,Argoverse: 3D Tracking and Forecasting With Rich Maps,Carnegie Mellon University
2019,Side Window Filtering,Huazhong Agricultural University
2019,Defense Against Adversarial Images Using Web-Scale Nearest-Neighbor Search,Facebook AI Research
2019,Incremental Object Learning From Contiguous Views,PhD Student
2019,Social-IQ: A Question Answering Benchmark for Artificial Social Intelligence,"Postdoc, Carnegie Mellon University"
2019,UPSNet: A Unified Panoptic Segmentation Network,University of Toronto
2019,JSIS3D: Joint Semantic-Instance Segmentation of 3D Point Clouds With Multi-Task Pointwise Networks and Multi-Value Conditional Random Fields,Woven Planet North America - Level 5
2019,DeepCO3: Deep Instance Co-Segmentation by Co-Peak Search and Co-Saliency Detection,"Qualcomm, Hsinchu, Taiwan"
2019,Accel: A Corrective Fusion Network for Efficient Semantic Segmentation on Video,Amazon Web Services (AWS)
2019,Semantic Correlation Promoted Shape-Variant Context for Segmentation,ETH Zurich
2019,Relation-Shape Convolutional Neural Network for Point Cloud Analysis,"Assistant Professor @ NLPR, CASIA"
2019,Enhancing Diversity of Defocus Blur Detectors via Cross-Ensemble Network,
2019,Collaborative Global-Local Networks for Memory-Efficient Segmentation of Ultra-High Resolution Images,UT Austin
2019,Efficient Parameter-Free Clustering Using First Neighbor Relations,Karlsruhe Institute of Technology (KIT)
2019,A Generative Appearance Model for End-To-End Video Object Segmentation,"PhD Student, Computer Vision Lab, Linköping University"
2019,A Flexible Convolutional Solver for Fast Style Transfers,Research Scientist - valeo.ai
2019,Cross Domain Model Compression by Structurally Weight Sharing,University of Pittsburgh
2019,Learning Not to Learn: Training Deep Neural Networks With Biased Data,KAIST
2019,Learning for Single-Shot Confidence Calibration in Deep Neural Networks Through Stochastic Inferences,Seoul National University
2019,Attention-Based Adaptive Selection of Operations for Image Restoration in the Presence of Unknown Combined Distortions,Tohoku University
2019,Deep Incremental Hashing Network for Efficient Image Retrieval,Institute of Information Engineering，Chinese Academy of Sciences
2019,"Robustness via Curvature Regularization, and Vice Versa","Postdoc, Institute for Machine Learning, ETH Zurich"
2019,SparseFool: A Few Pixels Make a Big Difference,"PhD, EPFL"
2019,Structured Pruning of Neural Networks With Budget-Aware Regularization,Université de Sherbrooke
2019,MBS: Macroblock Scaling for CNN Model Reduction,"Assistant Professor, Dept. IEEM, NTHU"
2019,Memory in Memory: A Predictive Neural Network for Learning Higher-Order Non-Stationarity From Spatiotemporal Dynamics,"Assistant Professor, Shanghai Jiao Tong University"
2019,You Look Twice: GaterNet for Dynamic Filter Selection in CNNs,Google Research
2019,"ESPNetv2: A Light-Weight, Power Efficient, and General Purpose Convolutional Neural Network",AI/ML Applied Research Scientist at Apple Inc.
2019,Assisted Excitation of Activations: A Learning Technique to Improve Object Detectors,"University of Amsterdam, AIM Lab"
2019,"Catastrophic Child's Play: Easy to Perform, Hard to Defend Adversarial Attacks",University of California San Diego
2019,Dense Classification and Implanting for Few-Shot Learning,"PhD student, Inria / Safran"
2019,Class-Balanced Loss Based on Effective Number of Samples,"Research Scientist, Google"
2019,Min-Max Statistical Alignment for Transfer Learning,Australian National University
2019,"Deformable ConvNets V2: More Deformable, Better Results",SenseTime Research
2019,Interaction-And-Aggregation Network for Person Re-Identification,"Institute of Computing Technology, Chinese Academy of Sciences"
2019,Rare Event Detection Using Disentangled Representation Learning,"PASCO CORPORATION, AIST"
2019,Shape Robust Text Detection With Progressive Scale Expansion Network,Nanjing University
2019,Dual Encoding for Zero-Example Video Retrieval,Zhejiang Gongshang University
2019,MaxpoolNMS: Getting Rid of NMS Bottlenecks in Two-Stage Object Detectors,Institute for Infocomm Research
2019,Character Region Awareness for Text Detection,NAVER Clova
2019,Effective Aesthetics Prediction With Multi-Level Spatially Pooled Features,"Postdoc in Computer Science, University of Konstanz"
2019,Attentive Region Embedding Network for Zero-Shot Learning,IIAI
2019,Explicit Spatial Encoding for Deep Local Descriptors,"PhD student, Visual Recognition Group, Czech Technical University in Prague"
2019,Dissimilarity Coefficient Based Weakly Supervised Object Detection,"PhD student, IIIT Hyderabad"
2019,Kernel Transformer Networks for Compact Spherical Convolution,University of Texas at Austin
2019,FEELVOS: Fast End-To-End Embedding Learning for Video Object Segmentation,RWTH Aachen
2019,PartNet: A Recursive Part Decomposition Network for Fine-Grained and Hierarchical Shape Segmentation,Ph.d. of Simon Fraser University
2019,Learning Multi-Class Segmentations From Single-Class Datasets,"Ph.D. Candidate, Stony Brook University"
2019,Convolutional Recurrent Network for Road Boundary Extraction,Uber
2019,A Cross-Season Correspondence Dataset for Robust Semantic Segmentation,Chalmers University of Technology
2019,On Zero-Shot Recognition of Generic Objects,"Assistant Professor, Kobe University"
2019,Explicit Bias Discovery in Visual Question Answering Models,"Research Scientist, Adobe Research"
2019,Label Efficient Semi-Supervised Learning via Graph Filtering,"Ph.D. student in Department of Computing, the Hong Kong Polytechnic University"
2019,MVTec AD -- A Comprehensive Real-World Dataset for Unsupervised Anomaly Detection,Ph.D. Student at Technical University Munich and MVTec Software GmbH
2019,Tightness-Aware Evaluation Protocol for Scene Text Detection,mmlab; scut; uofa
2019,Learning to Adapt for Stereo,"Research Scientist, Google inc., Zurich"
2019,Robust Point Cloud Based Reconstruction of Large-Scale Outdoor Scenes,"Research Fellow of Computer Science, National University of Singapore"
2019,Joint Face Detection and Facial Motion Retargeting for Multiple Faces,"Research Scientist, Facebook Reality Labs"
2019,Monocular Depth Estimation Using Relative Depth Maps,Korea University
2019,Learning to Explore Intrinsic Saliency for Stereoscopic Video,City University of Hong Kong
2019,"Spherical Regression: Learning Viewpoints, Surface Normals and 3D Rotations on N-Spheres",University of Amsterdam
2019,Refine and Distill: Exploiting Cycle-Inconsistency and Knowledge Distillation for Unsupervised Monocular Depth Estimation,"Postdoc, Aalto University"
2019,Learning View Priors for Single-View 3D Reconstruction,Preferred Networks
2019,Learning Monocular Depth Estimation Infusing Traditional Stereo Knowledge,"Postdoc, Università di Bologna"
2019,Facial Emotion Distribution Learning by Exploiting Low-Rank Label Correlations Locally,Associate Professor of Nanjing University of Science and Technology
2019,Unsupervised Face Normalization With Extreme Pose and Expression in the Wild,Beijing University of Posts and Telecommunications
2019,Semantic Component Decomposition for Face Attribute Manipulation,Hong Kong University of Science and Technology
2019,Action Recognition From Single Timestamp Supervision in Untrimmed Videos,Research fellow at Nanyang Technological University
2019,Time-Conditioned Action Anticipation in One Shot,"School of Computing and Information Systems, University of Melbourne"
2019,Dance With Flow: Two-In-One Stream Action Detection,University of Amsterdam
2019,Representation Flow for Action Recognition,Google Research
2019,LSTA: Long Short-Term Attention for Egocentric Action Recognition,Samsung AI Center Cambridge
2019,Out-Of-Distribution Detection for Generalized Zero-Shot Action Recognition,Indian Institute of Science Bangalore
2019,Object Discovery in Videos as Foreground Motion Clustering,"Graduate Student, University of Washington"
2019,Towards Natural and Accurate Future Motion Prediction of Humans and Animals,National University of Singapore
2019,Automatic Face Aging in Videos via Deep Reinforcement Learning,Carnegie Mellon University
2019,Style Transfer by Relaxed Optimal Transport and Self-Similarity,"Research Engineer, Adobe"
2019,Learning Image and Video Compression Through Spatial-Temporal Energy Compaction,Waseda University
2019,Nesti-Net: Normal Estimation for Unstructured 3D Point Clouds Using Convolutional Neural Networks,"MSCA International Fellow, Technion Israel Institute of Technology, Haifa, Israel"
2019,Beyond Gradient Descent for Regularized Segmentation Losses,University of Waterloo
2019,MAGSAC: Marginalizing Sample Consensus,ETH Zürich
2019,Unsupervised Domain-Specific Deblurring via Disentangled Representations,University of Maryland
2019,Douglas-Rachford Networks: Learning Both the Image Prior and Data Fidelity Terms for Blind Image Deconvolution,Carnegie Mellon University
2019,Training Deep Learning Based Image Denoisers From Undersampled Measurements Without Ground Truth and Without Image Prior,Graduate student
2019,A Variational Pan-Sharpening With Local Gradient Constraints,University of Science and Technology of China
2019,F-VAEGAN-D2: A Feature Generating Framework for Any-Shot Learning,"PostDoc, ETH Zurich"
2019,Sliced Wasserstein Discrepancy for Unsupervised Domain Adaptation,"Research Scientist, Google"
2019,Learning to Localize Through Compressed Binary Maps,University of Toronto
2019,Self-Supervised Spatiotemporal Learning via Video Clip Order Prediction,浙江大学
2019,Superquadrics Revisited: Learning 3D Shape Parsing Beyond Cuboids,PhD Candidate in Max Planck Institute for Intelligent Systems and ETH Zürich
2019,Unsupervised Disentangling of Appearance and Geometry by Deformable Generator Network,hrbeu
2019,Self-Supervised Representation Learning by Rotation Feature Decoupling,The University of Sydney
2019,Weakly Supervised Deep Image Hashing Through Tag Embeddings,Arizona State University
2019,Deep Supervised Cross-Modal Retrieval,"A*STAR, Singapore"
2019,A Theoretically Sound Upper Bound on the Triplet Loss for Improving the Efficiency of Deep Distance Metric Learning,"Senior Lecturer, Monash University"
2019,Video Relationship Reasoning Using Gated Spatio-Temporal Energy Graph,Carnegie Mellon University PhD Student
2019,Inverse Cooking: Recipe Generation From Food Images,Amazon
2019,Adversarial Semantic Alignment for Improved Image Captions,IBM Research AI
2019,Answer Them All! Toward Universal Visual Question Answering Models,"PhD Student, Rochester Institute of Technology"
2019,Unsupervised Multi-Modal Neural Machine Translation,NVIDIA
2019,Cross-Modal Self-Attention Network for Referring Image Segmentation,University of Manitoba
2019,DuDoNet: Dual Domain Network for CT Metal Artifact Reduction,Adobe
2019,Complete the Look: Scene-Based Complementary Product Recommendation,Google Brain
2019,Selective Sensor Fusion for Neural Visual-Inertial Odometry,"Department of Computer Science, University of Oxford"
2019,Look More Than Once: An Accurate Detector for Text of Arbitrary Shapes,"Baidu VIS, China"
2019,Multi-Step Prediction of Occupancy Grid Maps With Recurrent Neural Networks,Microsoft ASG
2019,Connecting Touch and Vision via Cross-Modal Prediction,MIT CSAIL
2019,Practical Full Resolution Learned Lossless Image Compression,Research Scientist at Google
2019,Image-To-Image Translation via Group-Wise Deep Whitening-And-Coloring Transformation,Purdue University
2019,Meta-Learning With Differentiable Convex Optimization,UC San Diego
2019,"Fast, Diverse and Accurate Image Captioning Guided by Part-Of-Speech","Applied Scientist, Amazon AWS AI Labs"
2019,Cascaded Projection: End-To-End Network Compression and Acceleration,
2019,DeepCaps: Going Deeper With Capsule Networks,"PhD student, UC Berkeley"
2019,FBNet: Hardware-Aware Efficient ConvNet Design via Differentiable Neural Architecture Search,"Facebook Reality Labs, UC Berkeley"
2019,Explainability Methods for Graph Convolutional Neural Networks,"University of Maryland, College Park"
2019,SoDeep: A Sorting Deep Net to Learn Ranking Loss Surrogates,EPFL
2019,FML: Face Model Learning From Videos,Max Planck Institute for Informatics
2019,3D Hand Shape and Pose Estimation From a Single RGB Image,"PhD, Nanyang Technological University"
2019,Self-Supervised 3D Hand Pose Estimation Through Training by Fitting,Facebook Reality Lab
2019,CrowdPose: Efficient Crowded Scenes Pose Estimation and a New Benchmark,Shanghai Jiao Tong University
2019,Towards Social Artificial Intelligence: Nonverbal Social Signal Prediction in a Triadic Interaction,"Research Scientist, Facebook AI Research"
2019,HoloPose: Holistic 3D Human Reconstruction In-The-Wild,"Ariel AI, Imperial College London"
2019,Weakly-Supervised Discovery of Geometry-Aware Representation for 3D Human Pose Estimation,Sun Yat-Sen University
2019,In the Wild Human Pose Estimation Using Explicit 2D Features and Intermediate 3D Representations,Max Planck Institute for Informatics
2019,Slim DensePose: Thrifty Learning From Sparse Annotations and Motion Cues,Facebook AI Research
2019,Combining 3D Morphable Models: A Large Scale Face-And-Head Model,Imperial College London
2019,Boosting Local Shape Matching for Dense 3D Face Correspondence,"Institute of Computing Technology, Chinese Academy of Sciences"
2019,"Monocular Total Capture: Posing Face, Body, and Hands in the Wild",Carnegie Mellon University
2019,"Expressive Body Capture: 3D Hands, Face, and Body From a Single Image",UC Berkeley
2019,DAVANet: Stereo Deblurring With View Aggregation,Nanyang Technological University
2019,SOSNet: Second Order Similarity Regularization for Local Descriptor Learning,Imperial College London
2019,Second-Order Attention Network for Single Image Super-Resolution,
2019,Devil Is in the Edges: Learning Semantic Boundaries From Noisy Annotations,University of Toronto
2019,Path-Invariant Map Networks,AWS AI
2019,Probabilistic Permutation Synchronization Using the Riemannian Structure of the Birkhoff Polytope,Stanford University
2019,Lifting Vectorial Variational Problems: A Natural Formulation Based on Geometric Measure Theory and Discrete Exterior Calculus,"RIKEN Center for Advanced Intelligence Project (AIP), Tokyo, Japan"
2019,MAP Inference via Block-Coordinate Frank-Wolfe Algorithm,Max Planck Institute for Informatics
2019,A Convex Relaxation for Multi-Graph Matching,Max Planck Institute for Informatics
2019,Single-Frame Regularization for Temporally Stable CNNs,Linköping University
2019,An End-To-End Network for Generating Social Relationship Graphs,"School of Informatics, University of Edinburgh"
2019,Meta-Learning Convolutional Neural Architectures for Multi-Target Concrete Defect Classification With the COncrete DEfect BRidge IMage Dataset,PostDoc Researcher at TU Darmstadt
2019,ECC: Platform-Independent Energy-Constrained Deep Neural Network Compression via a Bilinear Regression Model,University of Rochester
2019,"Rob-GAN: Generator, Discriminator, and Adversarial Attacker","University of California, Los Angeles"
2019,Learning From Noisy Labels by Regularized Estimation of Annotator Confusion,Microsoft Research; University College London
2019,Task-Free Continual Learning,Researcher at Toyota Motor Europe
2019,Importance Estimation for Neural Network Pruning,NVIDIA Research
2019,Coloring With Limited Data: Few-Shot Colorization via Memory Augmented Networks,"PhD student, Carnegie Mellon University"
2019,Characterizing and Avoiding Negative Transfer,Carnegie Mellon University
2019,Building Efficient Deep Neural Networks With Unitary Group Convolutions,Microsoft
2019,Learning to Remember: A Synaptic Plasticity Driven Framework for Continual Learning,"University of Montreal, MILA"
2019,AIRD: Adversarial Learning Framework for Image Repurposing Detection,"Applied Scientist, Amazon Alexa Natural Understanding"
2019,Trust Region Based Adversarial Attack on Neural Networks,"Microsoft, University of California, Berkeley"
2019,PEPSI : Fast Image Inpainting With Parallel Decoding Network,Korea university
2019,Model-Blind Video Denoising via Frame-To-Frame Training,"CMLA, CNRS, ENS Paris-Saclay"
2019,Sim-Real Joint Reinforcement Transfer for 3D Indoor Navigation,Monash University
2019,ChamNet: Towards Efficient Network Design Through Platform-Aware Model Adaptation,"Research Scientist, Facebook"
2019,Regularizing Activation Distribution for Training Binarized Deep Networks,Carnegie Mellon University
2019,Simultaneously Optimizing Weight and Quantizer of Ternary Neural Network Using Truncated Gaussian Approximation,"Assistant Professor, Shanghai Jiao Tong University"
2019,Rethinking Knowledge Graph Propagation for Zero-Shot Learning,"Associate Professor in Machine Learning, UiT the Arctic University of Norway, Tromsø"
2019,Deep Transfer Learning for Multiple Class Novelty Detection,AWS AI
2019,Retrieval-Augmented Convolutional Neural Networks Against Adversarial Examples,"Zhejiang University, ZJU100 Young Professor"
2019,FastDraw: Addressing the Long Tail of Lane Detection by Adapting a Sequential Prediction Network,University of Toronto
2019,Weakly Supervised Video Moment Retrieval From Text Queries,"Advanced Computer Scientist, SRI International"
2019,Greedy Structure Learning of Hierarchical Compositional Models,"Postdoctoral Researcher, Johns Hopkins University"
2019,Interactive Full Image Segmentation by Considering All Regions Jointly,Research Scientist @ Google
2019,Local Features and Visual Words Emerge in Activations,valeo.ai
2019,Adaptive Confidence Smoothing for Generalized Zero-Shot Learning,NVIDIA Research
2019,Deep Spherical Quantization for Image Search,Applied Scientist at Amazon
2019,A Poisson-Gaussian Denoising Dataset With Real Fluorescence Microscopy Images,"Postdoctoral Scholar, California Institute of Technology"
2019,Task Agnostic Meta-Learning for Few-Shot Learning,"Computer Vision Scientist, Intuitive Surgical"
2019,Robustness of 3D Deep Learning in an Adversarial Setting,University of Oxford
2019,SceneCode: Monocular Dense Semantic Reconstruction Using Learned Encoded Scene Representations,Imperial College London
2019,StereoDRNet: Dilated Residual StereoNet,University of North Carolina at Chapel Hill
2019,The Alignment of the Spheres: Globally-Optimal Spherical Mixture Alignment for Camera Pose Estimation,"Research Fellow, University of Oxford"
2019,Learning Joint Reconstruction of Hands and Manipulated Objects,Inria
2019,Attribute-Aware Face Aging With Wavelet-Based Generative Adversarial Networks,"Institute of Automation, Chinese Academy of Sciences"
2019,Local Relationship Learning With Person-Specific Shape Regularization for Facial Action Unit Detection,Institute of Computing Technology
2019,Learning Regularity in Skeleton Trajectories for Anomaly Detection in Videos,"Associate Research Fellow, Applied Artificial Intelligence Institute, Deakin University"
2019,Large-Scale Weakly-Supervised Pre-Training for Video Action Recognition,Research Scientist at Facebook AI
2019,Learning Spatio-Temporal Representation With Local and Global Diffusion,"AI Research, JD.COM"
2019,Unsupervised Learning of Action Classes With Continuous Temporal Embedding,Max Planck Institute for Informatics
2019,Unsupervised Deep Epipolar Flow for Stationary or Dynamic Scenes,"Senior Researcher, Artificial general intelligence, SenseTime."
2019,A Neural Temporal Model for Human Motion Prediction,"PhD student in Artificial Intelligence, IDSIA"
2019,Coordinate-Based Texture Inpainting for Pose-Guided Human Image Generation,Samsung AI Center Moscow
2019,Zoom-In-To-Check: Boosting Video Interpolation via Instance-Level Discrimination,University of Pennsylvania
2019,"Competitive Collaboration: Joint Unsupervised Learning of Depth, Camera Motion, Optical Flow and Motion Segmentation","Researcher, Apple Machine Intelligence"
2019,Learning Parallax Attention for Stereo Image Super-Resolution,NUDT
2019,Knowing When to Stop: Evaluation and Verification of Conformity to Output-Size Specifications,University of Washington
2019,"Event Cameras, Contrast Maximization and Reward Functions: An Analysis","PhD Student, Monash University"
2019,Convolutional Neural Networks Can Be Deceived by Visual Illusions,"PhD Student, Computer Vision Center, UAB"
2019,Dichromatic Model Based Temporal Color Constancy for AC Light Sources,Samsung Advanced Institute of Technology (SAIT)
2019,Semantic Attribute Matching Networks,"Assistant Professor of CS, Korea University"
2019,Large-Scale Distributed Second-Order Optimization Using Kronecker-Factored Approximate Curvature for Deep Convolutional Neural Networks,ETH Zurich
2019,Putting Humans in a Scene: Learning Affordance in 3D Indoor Environments,"University of California, Merced"
2019,PIEs: Pose Invariant Embeddings,University of California San Diego
2019,Representation Similarity Analysis for Efficient Task Taxonomy & Transfer Learning,Goethe University Frankfurt
2019,Object Counting and Instance Segmentation With Image-Level Supervision,"Assistant Professor, Mohamed bin Zayed University of Artificial Intelligence (MBZUAI)"
2019,Variational Autoencoders Pursue PCA Directions (by Accident),Max Planck Institute for Intelligent Systems
2019,A Relation-Augmented Fully Convolutional Network for Semantic Segmentation in Aerial Scenes,"German Aerospace Center (DLR), Technical University of Munich (TUM)"
2019,Temporal Transformer Networks: Joint Learning of Invariant and Discriminative Time Warping,"Researcher, Mitsubishi Electric Research Laboratories"
2019,Depth Coefficients for Depth Completion,Michigan State University
2019,"Good News, Everyone! Context Driven Entity-Aware Captioning for News Images",Computer Vision Center
2019,Multi-Level Multimodal Common Semantic Space for Image-Phrase Grounding,Shahid Beheshti University of Medical Sciences
2019,Spatio-Temporal Dynamics and Semantic Attribute Enriched Visual Encoding for Video Captioning,The University of Western Australia
2019,Pointing Novel Objects in Image Captioning,JD AI Research
2019,Informative Object Annotations: Tell Me Something I Don't Know,"PhD Student, Bar Ilan University"
2019,Engaging Image Captioning via Personality,Facebook
2019,A Simple Baseline for Audio-Visual Scene-Aware Dialog,"PhD CS Student, Technion - Israel Institute of Technology"
2019,End-To-End Learned Random Walker for Seeded Image Segmentation,Heidelberg University
2019,In Defense of Pre-Trained ImageNet Architectures for Real-Time Semantic Segmentation of Road-Driving Images,PhD student
2019,Context-Aware Visual Compatibility Prediction,Universitat Autonoma de Barcelona / Centre de Visió per Computador
2019,Multiview 2D/3D Rigid Registration via a Point-Of-Interest Network for Tracking and Triangulation,Amazon Web Services
2019,An Alternative Deep Feature Approach to Line Level Keyword Spotting,"ECE NTUA, ATHENA RIC, NCSR Demokritos"
2019,Dynamics Are Important for the Recognition of Equine Pain in Video,"PhD student, KTH Royal Institute of Technology"
2019,LaserNet: An Efficient Probabilistic 3D Object Detector for Autonomous Driving,Cruise
2019,PointPillars: Fast Encoders for Object Detection From Point Clouds,Director of Perception-Prediction at Motional
2019,From Coarse to Fine: Robust Hierarchical Localization at Large Scale,PhD student at ETH Zurich
2019,Large Scale High-Resolution Land Cover Mapping With Multi-Resolution Data,Microsoft AI for Good
2019,Leveraging Heterogeneous Auxiliary Tasks to Assist Crowd Counting,CSIRO
2020,COCAS: A Large-Scale Clothes Changing Person Dataset for Re-Identification,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences"
2020,Dynamic Convolutions: Exploiting Spatial Sparsity for Faster Inference,KU Leuven
2020,Forward and Backward Information Retention for Accurate Binary Neural Networks,"PhD Student, Beihang University"
2020,Zooming Slow-Mo: Fast and Accurate One-Stage Space-Time Video Super-Resolution,"Ph.D. Candidate, Purdue University"
2020,A Hierarchical Graph Network for 3D Object Detection on Point Clouds,"CS, Zhejiang University"
2020,Learning to Discriminate Information for Online Action Detection,SK Telecom
2020,Video to Events: Recycling Video Datasets for Event Cameras,"Ph.D. candidate, University of Zurich"
2020,Bundle Pooling for Polygonal Architecture Segmentation Problem,
2020,"Use the Force, Luke! Learning to Predict Physical Forces by Simulating Effects","Research Scientist @ PRIOR, AI2"
2020,Transfer Learning From Synthetic to Real-Noise Denoising With Adaptive Instance Normalization,NAVER Clova AI Research
2020,Variational Context-Deformable ConvNets for Indoor Scene Parsing,Technical Univercity of Munich
2020,C2FNAS: Coarse-to-Fine Neural Architecture Search for 3D Medical Image Segmentation,Johns Hopkins University
2020,Seeing the World in a Bag of Chips,University of Washington
2020,Reflection Scene Separation From a Single Image,Nanyang Technological University
2020,SmallBigNet: Integrating Core and Contextual Views for Video Classification,Ph.D. in UCSC
2020,From Two Rolling Shutters to One Global Shutter,"Postdoc, ETH Zurich"
2020,CvxNet: Learnable Convex Decomposition,Waymo Research
2020,RoboTHOR: An Open Simulation-to-Real Embodied AI Platform,"Allen Institute for AI; University of Washington, Seattle"
2020,HUMBI: A Large Multiview Dataset of Human Body Expressions,"PhD student, University of Minnesota - Twin Cities"
2020,Supervised Raw Video Denoising With a Benchmark Dataset on Dynamic Scenes,Tianjin University
2020,FDA: Fourier Domain Adaptation for Semantic Segmentation,Stanford University
2020,SGAS: Sequential Greedy Architecture Search,PhD student at KAUST
2020,Instance Segmentation of Biological Images Using Harmonic Embeddings,Picsart Inc.
2020,Rethinking Zero-Shot Video Classification: End-to-End Training for Realistic Applications,Applied scientist at AWS. PhD at Heidelberg University
2020,A Multigrid Method for Efficiently Training Video Models,"Research Scientist, Facebook AI Research (FAIR)"
2020,Attention-Aware Multi-View Stereo,Huazhong University of Science and Technology
2020,PULSE: Self-Supervised Photo Upsampling via Latent Space Exploration of Generative Models,"PhD Student, Columbia University"
2020,Discrete Model Compression With Resource Constraint for Deep Neural Networks,University of Pittsburgh
2020,Self2Self With Dropout: Learning Self-Supervised Denoising From Single Image,South China University of Technology
2020,Where Am I Looking At? Joint Location and Orientation Estimation by Cross-View Matching,Australian National University
2020,Adaptive Dilated Network With Self-Correction Supervision for Counting,Beijing University of Posts and Telecommunications
2020,"Why Having 10,000 Parameters in Your Camera Model Is Better Than Twelve","PhD Student, Computer Vision and Geometry Group, ETH Zurich"
2020,SG-NN: Sparse Generative Neural Networks for Self-Supervised Scene Completion of RGB-D Scans,Technical University of Munich
2020,What Can Be Transferred: Unsupervised Domain Adaptation for Endoscopic Lesions Segmentation,"State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of …"
2020,Synchronizing Probability Measures on Rotations via Optimal Transport,Stanford University
2020,FineGym: A Hierarchical Video Dataset for Fine-Grained Action Understanding,"Ph.D. student, The Chineses University of Hong Kong"
2020,Image Processing Using Multi-Code GAN Prior,"School of Electrical and Information Engineering, The University of Sydney"
2020,ColorFool: Semantic Adversarial Colorization,"Postdoctoral Fellow: Vector Institute, PhD: Inria, Queen Mary University of London, The Alan …"
2020,Bi3D: Stereo Depth Estimation via Binary Classifications,PhD student
2020,Dynamic Multiscale Graph Neural Networks for 3D Skeleton Based Human Motion Prediction,Shanghai Jiao Tong University
2020,"Total3DUnderstanding: Joint Layout, Object Pose and Mesh Reconstruction for Indoor Scenes From a Single Image","Visual Computing Group, Technical University of Munich"
